,stft,cqt,centroid,bandwidth,rollof,tempo,rms,zero_crossing_rate,genre
190,0.2098189,0.32048526,658.859831414823,1231.258053026082,816.4200632195724,129.19921875,0.012672415,0.03295293754837461,klasyczna
191,0.21121831,0.31424022,652.097229370461,1174.8979744399348,830.4949781104876,143.5546875,0.014805565,0.03419140322658669,klasyczna
192,0.22368695,0.3274698,657.2900969377249,1193.723519535073,840.0532536462365,135.99917763157896,0.013355304,0.033712192216524765,klasyczna
193,0.20310807,0.34094352,711.705520462626,1246.9601459928447,869.928072997291,129.19921875,0.013649663,0.03891624238099845,klasyczna
194,0.2778297,0.342933,1438.7152468171312,1736.62420649496,2775.816548350426,117.45383522727273,0.1622844,0.076481396937887,klasyczna
195,0.24963175,0.32638732,1841.2416626804795,1916.8512881375486,3455.645770849458,117.45383522727273,0.049873617,0.11330846071981424,klasyczna
196,0.26473033,0.3375548,1467.1902835982958,1749.3358718980019,2818.074626154944,117.45383522727273,0.09831233,0.07941259614454334,klasyczna
197,0.2766088,0.32849777,1405.984352491948,1810.7578860206736,2811.599665308146,117.45383522727273,0.10279737,0.07359176966428019,klasyczna
198,0.2943186,0.3639627,1427.2529242837109,1814.1848806889357,2820.641277301422,117.45383522727273,0.07827845,0.07329925442627709,klasyczna
199,0.3821094,0.47250444,1804.5586204079254,2087.5977404633295,3988.5592150614357,161.4990234375,0.26755083,0.07486765008223684,metal
200,0.37975112,0.48486257,2378.269184123298,2432.6360204113653,5091.619211675213,107.666015625,0.25362575,0.1093976755998452,metal
201,0.4098871,0.52707464,1970.4602646825426,2311.6825379263305,4305.107300938467,161.4990234375,0.29459044,0.08257470854295666,metal
202,0.41427797,0.5296258,2136.9453051087457,2414.6486660894925,4680.838362277476,107.666015625,0.29942054,0.09058675382159442,metal
203,0.33303243,0.53587127,2021.7538260596475,2283.4469921661994,4318.148888744437,161.4990234375,0.3199657,0.08962077326818886,metal
204,0.33637765,0.29623154,2029.961011819456,2105.6509779730695,4225.907779847136,107.666015625,0.1536152,0.08998207115905572,metal
205,0.34678602,0.28149152,989.4397188241445,1651.6623120728673,2117.9121932747194,151.99908088235293,0.0817329,0.03164946848393963,metal
206,0.3762043,0.29489604,1638.087365744225,2273.002032412365,3772.81051966428,151.99908088235293,0.07417441,0.04917090448432663,metal
207,0.45028853,0.41469586,2293.413531930979,2511.0751472331813,5020.594641151074,99.38401442307692,0.16762866,0.0936619430872678,metal
208,0.44022012,0.5248129,2739.879911449181,2624.812748096428,5737.006975770366,103.359375,0.28179643,0.13083178635352166,metal
209,0.444619,0.56507474,2300.8799303402884,2103.2465158707264,4352.2570158305925,107.666015625,0.15751608,0.12450189265673374,metal
210,0.4410665,0.6056063,2481.2447442682005,2327.0670325662645,4870.845546663361,107.666015625,0.17774664,0.12327589855843653,metal
211,0.4436685,0.5961844,2395.4676677720213,2298.303654614973,4757.479565505273,161.4990234375,0.17576124,0.11664328560371517,metal
212,0.4520942,0.5928663,2185.4385613623926,2175.5795308164093,4323.757188165151,107.666015625,0.16157147,0.10339960151412539,metal
213,0.4521008,0.5551507,2467.8524479704524,2309.27368029561,4838.312410053454,107.666015625,0.17600477,0.12483900324109908,metal
214,0.42894873,0.42819175,2202.048406074566,2082.95736940858,4360.256967455979,123.046875,0.113812216,0.11083644241002322,metal
215,0.46183774,0.4590379,2016.3751655458964,2200.950352616341,4194.799634620501,117.45383522727273,0.15260626,0.08475610124806501,metal
